StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q9,Q11,Q14,Q13,Q13_3_TEXT,Q16,Q17,Q19,Q19_11_TEXT,Q15,Q16,Q81,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q57_1,Q57_2,Q77,Q18,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_12,Q28_13,Q28_14,Q28_15,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q46,Q78,Q78_4_TEXT,Q47,Q48,Q49,Q49_6_TEXT,Q50,Q50_8_TEXT,Q51,Q52,Q52_6_TEXT
43970.19883,43970.23795,IP Address,100,3380,TRUE,43970.23797,R_2uDJpq2QO34EPZT,anonymous,EN,Agree,3064,31-40,I live in the City of Melbourne,Male,,Slightly too much,Very negative energy in the surrounding areas ,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Visiting the Melbourne Aquarium,City of Melbourne Gardens for Wildlife Program",,Less,,Purely based on the traffic and pollution makes less,Neither agree nor disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat disagree,Strongly agree,,,,Very good in terms of traffic will be less and more oxygen is available ,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat agree,Occasionally,Often,Often,Often,Often,Often,Often,Often,Occasionally,Occasionally,Occasionally,Often,Occasionally,Very often,Occasionally,Often,Sometimes,Often,Sometimes,Sometimes,7-8 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree,,"$37,001 – $80,000",Full-time,
43970.22762,43970.23973,IP Address,100,1046,TRUE,43970.23973,R_suiDf8Mmnxm7OZr,anonymous,EN,Agree,3037,41-50,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Female,,Slightly too little,City center or Docklands too much concrete not much green space,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Taking a nature walk within the City of Melbourne",,About the same,,,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Disagree,Somewhat agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Brisbane Ranges,Hiking ,,Would be great ,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Agree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Never,Never,Never,Very often,Very often,Very often,Occasionally,Never,Never,Occasionally,Occasionally,Rarely,Never,Never,Never,Not applicable,Not applicable,Very often,Very often,Very often,16-20 years,Other (Please specify),Germany ,Your connection to nature in the City of Melbourne,No,,,Graduate Diploma,,Prefer not to say,Other (Please specify),Carer
43970.25275,43970.25432,IP Address,100,134,TRUE,43970.25433,R_2TM40XfEKEwGBA1,anonymous,EN,Agree,3064,51-60,I rarely visit the City of Melbourne (e.g. once or twice per year),Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.24316,43970.25508,IP Address,100,1030,TRUE,43970.2551,R_1F8jjMS2U3FDUy6,anonymous,EN,Agree,3134,21-30,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Female,,Moderately too little,More trees and grass would be nice,Visiting the Royal Botanic Gardens,,About the same,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Strongly disagree,Neither agree nor disagree,"Ferntree gully, Kilsyth","1000 steps, fire trail hike",,This would be great as it would help lessen pollution and bring a nicer look to the city ,Neither agree nor disagree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Never,Never,Occasionally,Often,Very often,Very often,Very often,Never,Never,Occasionally,Very often,Rarely,Often,Never,Rarely,Sometimes,Sometimes,Not applicable,Not applicable,Not applicable,16-20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,TAFE certificate or diploma,,"$18,201 – $37,000",Part-time,
43970.25188,43970.26218,IP Address,100,889,TRUE,43970.26218,R_vHmxiYCwff5RiaR,anonymous,EN,Agree,3105,18-20,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Female,,Neither too much nor too little,There is just enough,Visiting the Royal Botanic Gardens,,Unsure,,,Agree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Agree,Somewhat agree,Disagree,Neither agree nor disagree,Parks in the Manningham area,Walking,,I would be interested to visit but probably not very often,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Never,Never,Rarely,Occasionally,Very often,Occasionally,Occasionally,Never,Never,Never,Never,Never,Rarely,Never,Never,Sometimes,Not applicable,Not applicable,Very often,Often,16-20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Year 12,,Prefer not to say,Student,
43970.26468,43970.27218,IP Address,100,647,TRUE,43970.27219,R_55Ao85v0Minka2Z,anonymous,EN,Agree,3037,21-30,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Male,,Slightly too little,there are allot of buildings being built. I feel that it comes at a cost of the natural environment ,,,Less,,larger buildings being built at the cost of parkland,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Torque,the beach,,I recon it would be a good thing,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Never,Never,Never,Very often,Very often,Occasionally,Often,Never,Never,Often,Often,Never,Never,Never,Never,Very often,Often,Very often,Very often,Sometimes,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree with Honours,,"$180,001 and over",Full-time,
43970.27522,43970.27674,IP Address,100,130,TRUE,43970.27674,R_10uBgxjoulJtL3m,anonymous,EN,Agree,3046,71 or older,I rarely visit the City of Melbourne (e.g. once or twice per year),Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.27786,43970.27913,IP Address,100,110,TRUE,43970.27913,R_3kuCF5qAYqvD44e,anonymous,EN,Agree,3150,18-20,I rarely visit the City of Melbourne (e.g. once or twice per year),Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.28956,43970.29833,IP Address,100,758,TRUE,43970.29834,R_3nMWUXyxDuJ8xzt,anonymous,EN,Agree,3020,41-50,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Female,,Slightly too little,"There is a few nice trees and green spaces, but the main area of Melbourne itself and main roads are still mostly concrete.",Visiting the Melbourne Zoo,,About the same,,,Strongly agree,Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Strongly agree,Agree,Strongly disagree,Neither agree nor disagree,"Not sure, anywhere really as long as I can get there easily as I don't drive.",Mostly only using playgrounds.,,It would be great; the more of this type of thing in Melbourne (and everywhere else) the better.,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Never,Never,Rarely,Occasionally,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not applicable,Rarely,Never,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,TAFE certificate or diploma,,"$80,001 – $180,000",Unemployed,
43970.261,43970.29969,IP Address,100,3342,TRUE,43970.2997,R_21z9CwY4STmWnyx,anonymous,EN,Agree,3186,71 or older,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Female,,Neither too much nor too little,There are plenty of parkland & trees around the city,Visiting the Royal Botanic Gardens,,About the same,,,Disagree,Agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,,,,"It would be lovely to have more of nature to enjoy, especially if it improved the city & gave people more choices of places to visit. ",Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Never,Never,Rarely,Often,Very often,Often,Rarely,Never,Never,Never,Occasionally,Never,Rarely,Never,Never,Sometimes,Not applicable,Not applicable,Sometimes,Not applicable,>20 years,Other (Please specify),England,Your connection to nature in the City of Melbourne,No,,,Did not complete Year 12,,Prefer not to say,Retired,
43970.3064,43970.30775,IP Address,100,117,TRUE,43970.30778,R_3hsVCSOwjhjMd16,anonymous,EN,Agree,3058,51-60,I rarely visit the City of Melbourne (e.g. once or twice per year),Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.30793,43970.32242,IP Address,100,1251,TRUE,43970.32242,R_3fuFrbhzwgkvzAT,anonymous,EN,Agree,3030,41-50,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Female,,Neither too much nor too little,Just enough of trees for shading,Visiting the Royal Botanic Gardens,,About the same,,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Wyndham Vale,Bush walking,,"Nice, in the city better to have more nature space to feel relax",Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Neither agree nor disagree,Never,Rarely,Often,Very often,Very often,Occasionally,Often,Never,Never,Occasionally,Often,Rarely,Occasionally,Rarely,Occasionally,Often,Not applicable,Not applicable,Very often,Often,3-4 years,Other (Please specify),Philippines,Your connection to nature in the City of Melbourne,Yes,Other (Please specify),Tagalog,Undergraduate Degree,,"$80,001 – $180,000",Full-time,
43970.33696,43970.34678,IP Address,100,848,TRUE,43970.34679,R_33e9TTEtSpuKbVq,anonymous,EN,Agree,3141,51-60,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Male,,Slightly too little,should be more open space,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Taking a nature walk within the City of Melbourne",,About the same,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,,it is difficult to find the balance in life,I think that would be of great benefit,Neither agree nor disagree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Never,Never,Occasionally,Very often,Very often,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Rarely,Occasionally,Not applicable,Not applicable,Often,Often,Often,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,TAFE certificate or diploma,,"$37,001 – $80,000",Part-time,
43970.33475,43970.35166,IP Address,100,1461,TRUE,43970.35166,R_3DuNyErUePG20p1,anonymous,EN,Agree,3155,18-20,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Female,,Slightly too little,The CBD is heavily filled with buildings and lacks garden scapes/nature ,,,About the same,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Near my suburb ,"Walks, Visiting Gardens ",,I would feel pleased and would be interested to see it. ,Neither agree nor disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Never,Never,Never,Rarely,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Rarely,Occasionally,Never,Rarely,Rarely,Not applicable,Very often,Sometimes,Never,16-20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Year 12,,Prefer not to say,"Student,Part-time",
43970.31568,43970.35378,IP Address,100,3291,TRUE,43970.3538,R_3dM3TdGttRcoXO3,anonymous,EN,Agree,3053,31-40,I live in the City of Melbourne,Male,,Neither too much nor too little,There are plenty of parks and green spaces around the city.,"Visiting the Melbourne Aquarium,Taking a nature walk within the City of Melbourne",,About the same,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Carlton Gardens,Walking,,"I wouldn't be against having more green spaces in the city, anything to distract from the concrete jungle.",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Rarely,Never,Never,Very often,Often,Occasionally,Occasionally,Never,Rarely,Rarely,Occasionally,Rarely,Rarely,Never,Rarely,Often,Not applicable,Not applicable,Not applicable,Not applicable,3-4 years,Australia,,Your connection to nature in the City of Melbourne,No,,,TAFE certificate or diploma,,"$37,001 – $80,000",Full-time,
43970.34049,43970.35397,IP Address,100,1165,TRUE,43970.35398,R_1OE6mG4YIHj5nOQ,anonymous,EN,Agree,3000,31-40,I live in the City of Melbourne,Female,,Neither too much nor too little,good image,"Visiting the Royal Botanic Gardens,Taking a nature walk within the City of Melbourne,Junior Ranger Program,City of Melbourne Gardens for Wildlife Program",,About the same,,,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,,,good image,good image,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,Often,Often,Often,Often,Occasionally,Occasionally,Often,Often,Occasionally,Occasionally,Occasionally,Often,Often,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,1-2 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Postgraduate qualification- Masters,,"$180,001 and over",Full-time,
43970.37,43970.38329,IP Address,100,1147,TRUE,43970.3833,R_3O0SylP2dS7KLGK,anonymous,EN,Agree,My post code is not listed,18-20,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Female,,Neither too much nor too little,Royal Botanical Garden and all the gardens and reserves are quite green but the main city does not have much vegetation,"Visiting the Royal Botanic Gardens,Bird watching, or other nature watching within the City of Melbourne",,Unsure,,,Agree,Disagree,Disagree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Dandenong Ranges,"Trek, walking",,Quite happy that when we are not at our best we can go to these green spaces and relax a bit because the city-life is very fast-paced.,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Often,Never,Very often,Very often,Often,Very often,Very often,Very often,Never,Rarely,Very often,Very often,Very often,Never,Very often,Not applicable,Not applicable,Not applicable,Very often,Very often,Less than a year,Other (Please specify),India,Your connection to nature in the City of Melbourne,Yes,Other (Please specify),Hindi,Year 12,,No Income,Unemployed,
43970.39698,43970.415,IP Address,100,1556,TRUE,43970.415,R_PMoJior0eXZlRCx,anonymous,EN,Agree,3000,31-40,I live in the City of Melbourne,Male,,Neither too much nor too little,It's perfect in a way it is now. Space for pedestrians with tress around gives a good feeling,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Visiting the Melbourne Aquarium,Taking a nature walk within the City of Melbourne,Bird watching, or other nature watching within the City of Melbourne",,About the same,,,Disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,,,,It feels nice,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Never,Never,Occasionally,Very often,Occasionally,Very often,Often,Rarely,Never,Very often,Rarely,Never,Often,Often,Very often,Sometimes,Never,Often,Very often,Very often,5-6 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Postgraduate qualification- Masters,,"$80,001 – $180,000",Full-time,
43970.49694,43970.50206,IP Address,100,441,TRUE,43970.50208,R_2thgbTpPjICT85H,anonymous,EN,Agree,3030,18-20,I live in the City of Melbourne,Male,,Neither too much nor too little,its k,Visiting the Royal Botanic Gardens,,Unsure,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,none,none,,m,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,16-20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Year 12,,Prefer not to say,Prefer not to say,
43970.58811,43970.59748,IP Address,100,808,TRUE,43970.59748,R_30wQkIQzL6skedc,anonymous,EN,Agree,3043,41-50,I live in the City of Melbourne,Male,,Slightly too little,"It is pretty good for a large city, but i still think more would be even better","Visiting the Melbourne Zoo,Other (Please specify)",Nature path cycling ,More,Purely because I'm in it more to notice it,,Disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,,,,I would be riding more trying to discover as much of it as i could ,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Never,Rarely,Rarely,Occasionally,Often,Occasionally,Occasionally,Never,Never,Rarely,Rarely,Rarely,Never,Never,Occasionally,Rarely,Not applicable,Not applicable,Not applicable,Rarely,5-6 years,Australia,,Your connection to nature in the City of Melbourne,No,,,TAFE certificate or diploma,,"$18,200 or less",Unemployed,
43970.10898,43970.61209,IP Address,100,43468,TRUE,43970.61209,R_20ViH7gxQrG2nfy,anonymous,EN,Agree,3122,21-30,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Male,,Neither too much nor too little,-,Visiting the Royal Botanic Gardens,,About the same,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,-,-,,-,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Never,Never,Rarely,Occasionally,Occasionally,Occasionally,Rarely,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Not applicable,Very often,Not applicable,Not applicable,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree with Honours,,"$80,001 – $180,000",Full-time,
43970.62796,43970.64444,IP Address,100,1424,TRUE,43970.64447,R_3LcLNeT3FjX7af4,anonymous,EN,Agree,3004,71 or older,I live in the City of Melbourne,Male,,Neither too much nor too little,We live adjacent to Fawkner parka day I enjoy daily,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Taking a nature walk within the City of Melbourne",,About the same,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,,,,"I believe we are very well serviced with parks and open spaces.
I believe the city needs to be a lot cleaner which could be achieved with manpower.",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,Never,Never,Very often,Very often,Very often,Often,Often,Never,Never,Occasionally,Never,Occasionally,Often,Never,Occasionally,Very often,Very often,Not applicable,Very often,Sometimes,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Did not complete Year 12,,Prefer not to say,Retired,
43970.6635,43970.66464,IP Address,100,99,TRUE,43970.66465,R_0xjmPWQiNf9JOO5,anonymous,EN,Agree,3145,21-30,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.67303,43970.67542,IP Address,100,205,TRUE,43970.67544,R_RIICulDmHblH889,anonymous,EN,Agree,3038,21-30,I rarely visit the City of Melbourne (e.g. once or twice per year),Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43963.67597,43963.67633,IP Address,2,31,FALSE,43970.6764,R_2whi6l4JXb2MlPS,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.68064,43970.68295,IP Address,100,200,TRUE,43970.68295,R_1mWLI5qaEoIwxhz,anonymous,EN,Agree,3021,61-70,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.67662,43970.69471,IP Address,100,1562,TRUE,43970.69471,R_7VsoG5VcsdKJSjD,anonymous,EN,Agree,3187,41-50,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Female,,Neither too much nor too little,it is ok,Visiting the Melbourne Aquarium,,About the same,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,outdide,walking,,i would absolutely love it,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree with Honours,,"$80,001 – $180,000",Full-time,
43970.70963,43970.71685,IP Address,100,624,TRUE,43970.71686,R_3pKsti5gpMl2pY5,anonymous,EN,Agree,3183,21-30,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Female,,Neither too much nor too little,"There is quite a lot of nature in Parkville, but then there are other surrounding suburbs that have a lot less nature. So i believe some suburbs have good amounts of nature and some are lacking. I think the more the better. It is better for the environment, better for our health, and creates a warmer feeling for the concrete jungle in the city of melbourne",Taking a nature walk within the City of Melbourne,,Unsure,,,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,"At the beach, Higher Country ","going for walks, 4WD driving, camping",,I would be pleased,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Never,Rarely,Never,Occasionally,Often,Occasionally,Occasionally,Never,Never,Occasionally,Rarely,Rarely,Occasionally,Never,Never,Rarely,Not applicable,Very often,Not applicable,Not applicable,>20 years,Australia,,Your connection to nature in the City of Melbourne,Yes,Other (Please specify),Russian,Undergraduate Degree,,"$80,001 – $180,000","Student,Part-time",
43970.71859,43970.74123,IP Address,100,1955,TRUE,43970.74125,R_2qDWAJr4PWtKAat,anonymous,EN,Agree,3141,61-70,I live in the City of Melbourne,Male,,Slightly too little,i feel we could add more in the city proper and around near suburbs.,Visiting the Royal Botanic Gardens,,Less,,buildings taking over.,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Neither agree nor disagree,more parks and gardens in inner suburbs.,breathing fresh air coffee in the open ..walking.from now more and more buildings growing...having a ,,all of the above bring people together away from indoors.,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Never,Often,Occasionally,Very often,Very often,Occasionally,Often,Rarely,Often,Often,Very often,Rarely,Often,Occasionally,Occasionally,Very often,Not applicable,Not applicable,Very often,Often,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Did not complete Year 12,,"$180,001 and over",Full-time,
